DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
388,scopus3651,MSMA,1210,LC50,233,289,CI_95,2,10,"2 replicates, 10 individuals each",Daconate,448,LC50,71,84,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_ai_d,scopus3651_form_db,scopus3651_13,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,soluble concentrate,YES,NA,1989,NA
389,scopus3651,MSMA,1210,LC50,233,289,CI_95,2,10,"2 replicates, 10 individuals each",Daconate 6,550,LC50,62,70,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_ai_d,scopus3651_form_dc,scopus3651_14,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,soluble concentrate,YES,NA,1989,NA
390,scopus2838,fenamiphos,1,LD50,0.3,0.3,CI_95,8,1,"8 birds, dosed separately",Nemacur 15G,2.4,LD50,1.2,2.2,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_a,scopus2838_form_a,scopus2838_1,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
391,scopus2838,chlorpyrifos,32,LD50,8,11,CI_95,9,1,"9 birds, dosed separately",Lorsban 15G,108,LD50,28,37,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_b,scopus2838_form_b,scopus2838_2,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
392,scopus2838,diazinon,10,LD50,3,3,CI_95,10,1,"10 birds, dosed separately",Diazinon 14G,8,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_c,scopus2838_form_c,scopus2838_3,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
393,scopus2838,Fensulfothion,1.2,LD50,0.2,0.4,CI_95,10,1,"10 birds, dosed separately",Dasanit 15G,2.4,LD50,0.4,0.5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_d,scopus2838_form_d,scopus2838_4,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
394,scopus2838,Isofenphos,13,LD50,3,3,CI_95,8,1,"8 birds, dosed separately",Amaze 15G,19,LD50,4,4,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_e,scopus2838_form_e,scopus2838_5,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
395,scopus2838,parathion,6,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",Parathion 10G,13,LD50,5,8,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_f,scopus2838_form_f,scopus2838_6,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
396,scopus2838,Disulfoton,12,LD50,5,7,CI_95,10,1,"10 birds, dosed separately",Di-Syston 15G,29,LD50,5,5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_g,scopus2838_form_g,scopus2838_7,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
397,scopus2838,Fonofos,12,LD50,2,2,CI_95,10,1,"10 birds, dosed separately",Dyfonate 20G,14,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_h,scopus2838_form_h,scopus2838_8,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
398,scopus2838,Phorate,7,LD50,3,4,CI_95,9,1,"9 birds, dosed separately",Thimet 15G,21,LD50,7,10,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_i,scopus2838_form_i,scopus2838_9,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
399,scopus2838,Terbufos,15,LD50,3,4,CI_95,10,1,"10 birds, dosed separately",Counter 15G,26,LD50,6,8,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_j,scopus2838_form_j,scopus2838_10,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
400,scopus2838,Bendiocarb,21,LD50,4,5,CI_95,8,1,"8 birds, dosed separately",Tattoo 10G,33,LD50,9,11,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_k,scopus2838_form_k,scopus2838_11,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
401,scopus2838,Carbofuran,12,LD50,5,7,CI_95,12,1,"12 birds, dosed separately",Furadan 10G,12,LD50,3,4,CI_95,12,1,"12 birds, dosed separately",probit,scopus2838_ai_l,scopus2838_form_l,scopus2838_12,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
402,scopus2838,Aldicarb,2,LD50,0.6,0.9,CI_95,8,1,"8 birds, dosed separately",Temik 15G,2.5,LD50,0.9,1.5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_ai_m,scopus2838_form_m,scopus2838_13,1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,NO,mixed,oral-proventriculus,acute,NA,NA,starved,432,YES,NA,NA,NO,granules,YES,NA,1984,NA
403,wos2085,chlorantraniliprole,6,LC50,2.3,3,CI_95,12,10,"4 replicates, 10 individuals, repeated 3 times",Altacor,8.5,LC50,1.9,3,CI_95,12,10,"4 replicates, 10 individuals, repeated 3 times",probit,wos2085_ai_a,wos2085_form_a,wos2085_1,1,Ceriodaphnia dubia,NA,Washington State University,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,25,7.6,fed,24,NO,NA,90,NO,Water-dispersible granules,YES,NA,2022,NA
404,wos937,chlorpyrifos,122,LC50,18,23,CI_95,4,10,"4 replicates, 10 individuals",Judo 40 EC,100,LC50,16,20,CI_95,4,10,"4 replicates, 10 individuals",Trimmed Spearman–Karber,wos937_ai_a,wos937_form_a,wos937_1,1,Perionyx excavatus,NA,University of Ruhuna,Clitellata,Annelida,Animalia,Terrestrial,adult,672,insecticide,NO,NO,NA,environmental,chronic,26,6.65,fed,NA,YES,NA,NA,NO,Emulsifiable concentrate,YES,NA,2010,NA
405,wos937,Carbofuran,9,LC50,1,1,CI_95,4,10,"4 replicates, 10 individuals",Curator,8,LC50,1,1,CI_95,4,10,"4 replicates, 10 individuals",Trimmed Spearman–Karber,wos937_ai_b,wos937_form_b,wos937_2,1,Perionyx excavatus,NA,University of Ruhuna,Clitellata,Annelida,Animalia,Terrestrial,adult,672,insecticide,NO,NO,NA,environmental,chronic,26,6.65,fed,NA,YES,NA,NA,NO,granules,YES,NA,2010,NA
406,wos937,mancozeb,541,LC50,44,49,CI_95,4,10,"4 replicates, 10 individuals",Dithane M 45,500,LC50,40,44,CI_95,4,10,"4 replicates, 10 individuals",Trimmed Spearman–Karber,wos937_ai_c,wos937_form_c,wos937_3,1,Perionyx excavatus,NA,University of Ruhuna,Clitellata,Annelida,Animalia,Terrestrial,adult,672,fungicide,NO,NO,NA,environmental,chronic,26,6.65,fed,NA,YES,NA,NA,NO,wettable powder,YES,NA,2010,NA
407,wos848,clomazone,61.4,LC50,8.8,10.2,CI_95,6,20,"3 replicates, 20 individuals, repeated twice",Rampa EC,9.6,LC50,0.1,0.2,CI_95,6,20,"3 replicates, 20 individuals, repeated twice",nonlinear logarithmic regression,wos848_ai_a,wos848_form_aa,wos848_1,1,Danio rerio,zebrafish,University of Masaryk,Actinopterygii ,Chordata,Animalia,Aquatic,embryo,117,herbicide,NO,NO,NA,environmental,acute,26,7.1,NA,3,YES,NA,140,NO,Emulsifiable concentrate,YES,NA,2017,NA
408,wos848,clomazone,61.4,LC50,8.8,10.2,CI_95,6,20,"3 replicates, 20 individuals, repeated twice",GAT Cenit 36 CS,92.5,LC50,2.7,4.9,CI_95,6,20,"3 replicates, 20 individuals, repeated twice",nonlinear logarithmic regression,wos848_ai_a,wos848_form_ab,wos848_2,1,Danio rerio,zebrafish,University of Masaryk,Actinopterygii ,Chordata,Animalia,Aquatic,embryo,117,herbicide,NO,NO,NA,environmental,acute,26,7.1,NA,3,YES,NA,140,NO,Aqueous capsule suspensions,YES,NA,2017,NA
409,wos858,Epoxiconazole,4900,EC50,460,460,SE,3,3,"triplicate, repeated 3 times",Opus,4.47,EC50,0.4,0.4,SE,3,3,"triplicate, repeated 3 times",Regtox,wos858_ai_a,wos858_form_ac,wos858_1,1,Chaetoceros calcitrans,NA,"Ifremer, France",Mediophyceae,Bacillariophyta,Chromista,Aquatic,NA,72,fungicide,NO,NO,NA,environmental,acute,20,NA,f/2 medium,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2013,NA
410,wos858,Epoxiconazole,2310,EC50,180,180,SE,3,3,"triplicate, repeated 3 times",Opus,2.9,EC50,0.24,0.24,SE,3,3,"triplicate, repeated 3 times",Regtox,wos858_ai_b,wos858_form_b,wos858_2,1,Chaetoceros calcitrans,NA,"Ifremer, France",Mediophyceae,Bacillariophyta,Chromista,Aquatic,NA,72,fungicide,NO,NO,NA,environmental,acute,20,NA,Gabes medium,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2013,NA
411,wos303,azoxystrobin,20.54,LC50,0.78,0.78,CI_95,3,10,"3 replicates, 10 individuals per replicate",Quadris,18.44,LC50,1.82,1.82,CI_95,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos303_ai_a,wos303_form_a,wos303_1,1,Enchytraeus albidus,NA,"Complutense, University of Madrid",Clitellata,Annelida,Animalia,Terrestrial,adult,24,fungicide,NO,NO,NA,environmental,acute,20,6,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2022,NA
412,wos303,azoxystrobin,18.76,LC50,0.57,0.57,CI_95,3,10,"3 replicates, 10 individuals per replicate",Quadris,18.12,LC50,0.65,-0.36,CI_95,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos303_ai_a,wos303_form_a,wos303_1,1,Enchytraeus albidus,NA,"Complutense, University of Madrid",Clitellata,Annelida,Animalia,Terrestrial,adult,48,fungicide,NO,NO,NA,environmental,acute,20,6,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2022,note negative CI.
413,wos303,azoxystrobin,17.65,LC50,0.35,0.34,CI_95,3,10,"3 replicates, 10 individuals per replicate",Quadris,16.98,LC50,0.51,0.52,CI_95,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos303_ai_a,wos303_form_a,wos303_1,1,Enchytraeus albidus,NA,"Complutense, University of Madrid",Clitellata,Annelida,Animalia,Terrestrial,adult,72,fungicide,NO,NO,NA,environmental,acute,20,6,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2022,NA
414,wos303,azoxystrobin,16.76,LC50,0.25,0.25,CI_95,3,10,"3 replicates, 10 individuals per replicate",Quadris,15.29,LC50,0.41,0.42,CI_95,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos303_ai_a,wos303_form_a,wos303_1,1,Enchytraeus albidus,NA,"Complutense, University of Madrid",Clitellata,Annelida,Animalia,Terrestrial,adult,168,fungicide,NO,NO,NA,environmental,acute,20,6,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2022,NA
415,scopus1462,glyphosate,>17.9,LC50,NA,NA,NA,3,20,"3 replicates, 20 individuals",Glyfos AU,9,LC50,0.3,0.4,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,scopus1462_ai_a,scopus1462_form_aa,scopus1462_1,1,Lithobates clamitans,NA,Otonabee River,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,fed,NA,NO,NA,NA,YES,soluble concentrate,YES,NA,2004,"glyphosate vs Roundup Biactive, Touchdown and Glyfos Bio were discounted as they were all >17.9 and only 4 concentrations were tested. Impossible to know as concentrations tested weren't listed but assumed 3 orders of magnitude were not tested. No range finding performed."
416,scopus1462,glyphosate,>17.9,LC50,NA,NA,NA,3,20,"3 replicates, 20 individuals",Roundup Transorb,2.3,LC50,0.1,0.1,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,scopus1462_ai_a,scopus1462_form_ab,scopus1462_2,1,Lithobates clamitans,NA,Otonabee River,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,fed,NA,NO,NA,NA,YES,soluble concentrate,YES,NA,2004,NA
417,scopus1462,glyphosate,>17.9,LC50,NA,NA,NA,3,20,"3 replicates, 20 individuals",Glyfos AU,8.9,LC50,0.3,0.3,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,scopus1462_ai_a,scopus1462_form_aa,scopus1462_1,1,Lithobates clamitans,NA,Otonabee River,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,NO,NA,environmental,acute,20,NA,fed,NA,NO,NA,NA,YES,soluble concentrate,YES,NA,2004,NA
418,scopus1462,glyphosate,>17.9,LC50,NA,NA,NA,3,20,"3 replicates, 20 individuals",Glyfos AU,2.2,LC50,0.1,0.2,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,scopus1462_ai_a,scopus1462_form_ab,scopus1462_2,1,Lithobates clamitans,NA,Otonabee River,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,NO,NA,environmental,acute,20,NA,fed,NA,NO,NA,NA,YES,soluble concentrate,YES,NA,2004,NA
419,wos70,guthion,10.63,LC50,0.42,0.44,CI_95,3,20,"3 replicates, 20 individuals",Guthion 2S,1.6,LC50,0.28,0.35,CI_95,3,20,"3 replicates, 20 individuals",Trimmed Spearman–Karber,wos70_ai_a,wos70_form_a,wos70_1,1,Xenopus laevis,african clawed frog,"Environmental Research Lab, Corvallis",Amphibia,Chordata,Animalia,Aquatic,embryo,96,insecticide,NO,NO,NA,environmental,acute,24,7.4,NA,NA,YES,NA,46,NO,Emulsifiable concentrate,YES,NA,1994,Extracted guthion test 4 because it had the same test volume as the formulation test and reached an endpoint due to an appropriately broad concentration range  (unlike test 1 and 2). Test 3 did not have a calculable CI. 
420,scopus65,imidacloprid,0.86,LC50,0.082,0.082,SE,4,30,"4 trays, 30 individuals",Confidor 200 SC,0.72,LC50,0.013,0.013,SE,4,30,"4 trays, 30 individuals",Compusyn,scopus65_ai_a,scopus65_form_a,scopus65_1,1,Bombyx mori,silk worm,H1*KK*G2*V2,Insecta,Arthropoda,Animalia,Terrestrial,2nd instar,48,insecticide,NO,NO,NA,contact,acute,25,NA,NA,NA,NO,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2022,NA
421,scopus65,imidacloprid,1.09,LC50,0.071,0.071,SE,4,30,"4 trays, 30 individuals",Confidor 200 SC,1.24,LC50,0.029,0.029,SE,4,30,"4 trays, 30 individuals",Compusyn,scopus65_ai_b,scopus65_form_b,scopus65_2,1,Bombyx mori,silk worm,H1*KK*G2*V2,Insecta,Arthropoda,Animalia,Terrestrial,3rd instar,48,insecticide,NO,NO,NA,contact,acute,25,NA,NA,NA,NO,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2022,NA
422,scopus65,imidacloprid,2.39,LC50,0.186,0.186,SE,4,30,"4 trays, 30 individuals",Confidor 200 SC,2.2,LC50,0.196,0.196,SE,4,30,"4 trays, 30 individuals",Compusyn,scopus65_ai_c,scopus65_form_c,scopus65_3,1,Bombyx mori,silk worm,H1*KK*G2*V2,Insecta,Arthropoda,Animalia,Terrestrial,4th instar,48,insecticide,NO,NO,NA,contact,acute,25,NA,NA,NA,NO,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2022,NA
423,scopus65,imidacloprid,2.75,LC50,0.162,0.162,SE,4,30,"4 trays, 30 individuals",Confidor 200 SC,2.96,LC50,0.216,0.216,SE,4,30,"4 trays, 30 individuals",Compusyn,scopus65_ai_d,scopus65_form_d,scopus65_4,1,Bombyx mori,silk worm,H1*KK*G2*V2,Insecta,Arthropoda,Animalia,Terrestrial,5th instar,48,insecticide,NO,NO,NA,contact,acute,25,NA,NA,NA,NO,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2022,NA
424,scopus3664,fenvalerate,14.3,LC50,7.9,41.7,CI_95,8,2,"8 tanks, 2 larvae per tank",Emulsified fenvalerate,12.3,LC50,6,22.7,CI_95,8,2,"8 tanks, 2 larvae per tank",probit,scopus3664_ai_a,scopus3664_form_a,scopus3664_1,1,Melanotaenia fluviatilis,crimson-spotted rainbow fish,Murray river,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,7,NA,NA,NO,NA,20,NO,Emulsifiable concentrate,YES,NA,1994,"repeated experiment 4-5 times, calculated LC50 each time then reported average and a SE. This isn't the SE I want. Luckily reported 95% CI of each replicate. Selected the middle one (if 4 selected 2nd or replicate with a CI). "
425,scopus3664,esfenvalerate,0.9,LC50,0.3,0.4,CI_95,8,2,"8 tanks, 2 larvae per tank",Emulsified esfenvalerate,1.8,LC50,0.9,1.5,CI_95,8,2,"8 tanks, 2 larvae per tank",probit,scopus3664_ai_b,scopus3664_form_b,scopus3664_2,1,Melanotaenia fluviatilis,crimson-spotted rainbow fish,Murray river,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,7,NA,NA,NO,NA,20,NO,Emulsifiable concentrate,YES,NA,1994,"repeated experiment 4-5 times, calculated LC50 each time then reported average and a SE. This isn't the SE I want. Luckily reported 95% CI of each replicate. Selected the middle one (if 4 selected 2nd or replicate with a CI). "
426,scopus3713,methyl parathion,4.46,LC50,1.19,3.74,CI_95,2,10,"2 replicates, 10 individuals each",Penncap-M,8.17,LC50,0.69,0.76,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_ai_a,scopus3713_form_a,scopus3713_1,1,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,7.6,NA,NA,YES,NA,45.8,NO,Aqueous capsule suspensions,YES,NA,1982,water age changed. 5 weeks old. Static. Renewal values were ignored as both were available.
427,scopus3713,methyl parathion,1.22,LC50,0.23,0.3,CI_95,2,10,"2 replicates, 10 individuals each",Penncap-M,3.47,LC50,0.47,0.56,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_ai_b,scopus3713_form_b,scopus3713_2,1,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,7.6,NA,NA,YES,NA,45.8,NO,Aqueous capsule suspensions,YES,NA,1982,water age changed. 10 weeks old. Static. Renewal values were ignored as both were available.
428,scopus3713,chlorpyrifos,0.15,LC50,0.03,0.04,CI_95,2,10,"2 replicates, 10 individuals each",Dursban 10 CR,0.28,LC50,0.06,0.08,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_ai_c,scopus3713_form_c,scopus3713_3,1,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,7.6,NA,NA,YES,NA,45.8,NO,Aqueous capsule suspensions,YES,NA,1982,water age changed. 10 weeks old. Static.  Renewal values were ignored as both were available.
429,scopus3713,diazinon,4.3,LC50,0.9,0.9,CI_95,2,10,"2 replicates, 10 individuals each",Knox Out 2 FM,6.1,LC50,1.1,1.5,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_ai_d,scopus3713_form_d,scopus3713_4,1,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,7.6,NA,NA,YES,NA,45.8,NO,Aqueous capsule suspensions,YES,NA,1982,water age changed. 1 week old. Static. Renewal values were ignored as both were available.
430,scopus3713,diazinon,2.1,LC50,0.4,0.8,CI_95,2,10,"2 replicates, 10 individuals each",Knox Out 2 FM,5.1,LC50,0.7,1,CI_95,2,10,"2 replicates, 10 individuals each",moving average method,scopus3713_ai_e,scopus3713_form_e,scopus3713_5,1,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,96,insecticide,NO,NO,NA,environmental,acute,25,7.6,NA,NA,YES,NA,45.8,NO,Aqueous capsule suspensions,YES,NA,1982,water age changed. 11 weeks old. Static. Renewal values were ignored as both were available.
431,scopus3713,methyl parathion,0.78341,LC50,0.030251,0.030251,SE,2,15,"2 replicates, 15 individuals each",Penncap-M,0.767572,LC50,0.0097272,0.0097272,SE,2,15,"2 replicates, 15 individuals each",three parameter logistic,scopus3713_ai_f,scopus3713_form_f,scopus3713_6,1,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,768,insecticide,NO,NO,NA,environmental,chronic,25,7.6,fed,NA,YES,NA,45.8,NO,Aqueous capsule suspensions,YES,NA,1982,chlorpyrifos chronic was excluded as no effect for either and very narrow concentration range tested. Calculated LC50 and SE myself for chronic data.
432,scopus3713,diazinon,0.436774,LC50,0.054097,0.054097,SE,2,15,"2 replicates, 15 individuals each",Knox Out 2 FM,>0.490,LC50,NA,NA,NA,2,15,"2 replicates, 15 individuals each",three parameter logistic,scopus3713_ai_g,scopus3713_form_g,scopus3713_7,1,Pimephales promelas,fathead minnow,Environmental Research Laboratory-Duluth Fish Culture Unit,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,768,insecticide,NO,NO,NA,environmental,chronic,25,7.6,fed,NA,YES,NA,45.8,YES,Aqueous capsule suspensions,YES,NA,1982,chlorpyrifos chronic was excluded as no effect for either and very narrow concentration range tested. Calculated LC50 and SE myself for chronic data.
433,scopus1069,glyphosate-IPA,55,LC50,24,42,CI_95,2,5,"1 container, 10 individuals",Roundup,18,LC50,8.6,14,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_a,scopus1069_form_a,scopus1069_1,1,Chironomus plumosus,buzzer midge,Columbia National Fisheries Research Laboratory,Insecta,Arthropoda,Animalia,Aquatic,larvae,48,herbicide,NO,NO,NA,environmental,acute,22,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
434,scopus1069,glyphosate-IPA,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,8.3,LC50,1.3,1.6,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_b,scopus1069_form_b,scopus1069_2,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,herbicide,NO,NO,NA,environmental,acute,12,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
435,scopus1069,glyphosate-IPA,140,LC50,20,30,CI_95,2,5,"1 container, 10 individuals",Roundup,8.3,LC50,1.3,1.6,CI_95,2,5,"1 container, 10 individuals",litchfield-wilcoxon,scopus1069_ai_b,scopus1069_form_b,scopus1069_2,1,Oncorhynchus mykiss,rainbow trout,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.2,NA,NA,YES,NA,40,NO,soluble concentrate,YES,NA,1979,"sample sizes extracted from Methods for acute toxicity tests with fish, macroinvertebrates and amphibians.1975, which was followed for acute toxicity tests."
